Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"50+ Units (Rent), 2 BR",All Values,,2.0206767,0.11466165,0.13157895,0.99028822,0.15350877,0.11873434,0.18421053,0.17387218,0.15382206,3192.0,0.35085012,1.4435282,2.5978251,0.28562137
"50+ Units (Rent), 2 BR",First Tercile,Below 83000,1.9065089,0.21538462,0.11005917,0.83431953,0.10532544,0.18934911,0.20118343,0.12662722,0.12426036,845.0,0.58762839,0.93986018,2.8731576,0.50702554
"50+ Units (Rent), 2 BR",Second Tercile,83000 to 119000,2.0497696,0.09585253,0.16036866,1.0,0.08571429,0.14930876,0.20184332,0.2875576,0.06912442,1085.0,0.62817098,1.0164283,3.0831109,0.50412557
"50+ Units (Rent), 2 BR",Third Tercile ,Above 119000,2.0721078,0.06339144,0.12123613,1.0863708,0.24405705,0.0451664,0.15768621,0.10776545,0.24643423,1262.0,0.54316077,1.1786083,2.9656072,0.43120318
"50+ Units (Rent), 3 BR",All Values,,4.494824,0.08902692,0.27846791,3.2784679,0.24223602,0.34575569,0.1884058,0.0,0.07246377,966.0,1.2839713,2.3826913,6.6069568,0.46990332
"50+ Units (Rent), 3 BR",First Tercile,Below 83000,7.0485437,0.13106796,0.16990291,6.4368932,0.12135922,0.0,0.0,0.0,0.18932039,206.0,3.6407804,1.05946,13.037627,0.84969094
"50+ Units (Rent), 3 BR",Second Tercile,83000 to 122000,3.2080537,0.17449664,0.17114094,2.1812081,0.45302013,0.0,0.12416107,0.0,0.10402685,298.0,1.8407377,0.18004026,6.2360671,0.94387867
"50+ Units (Rent), 3 BR",Third Tercile ,Above 122000,4.1861472,0.01515152,0.3961039,2.5779221,0.16017316,0.72294372,0.31385281,0.0,0.0,462.0,2.1357032,0.67291541,7.699379,0.83925185
All Housing Types (Own) 0-1 BR,All Values,,1.8214479,0.05983252,0.18057807,0.21501891,0.17801189,0.19313884,0.41180443,0.39316586,0.18989735,7404.0,0.17147188,1.5393766,2.1035191,0.154861
All Housing Types (Own) 0-1 BR,First Tercile,Below 136000,1.7064632,0.08797127,0.14048474,0.23384201,0.09201077,0.19210054,0.31867145,0.40574506,0.23563734,2228.0,0.26814604,1.265363,2.1475634,0.25848799
All Housing Types (Own) 0-1 BR,Second Tercile,136000 to 233000,1.5241935,0.02943548,0.08104839,0.15725806,0.13387097,0.11733871,0.46008065,0.34274194,0.20241935,2480.0,0.2600282,1.0964472,1.9519399,0.28063785
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 233000,2.189911,0.06454006,0.30526706,0.25259644,0.28968843,0.26372404,0.44436202,0.4291543,0.14057864,2696.0,0.32385742,1.6571655,2.7226564,0.24327265
All Housing Types (Own) 2 BR,All Values,,2.0287683,0.07185758,0.18803095,0.3121404,0.18518118,0.24004834,0.39168155,0.3708313,0.26899699,55443.0,0.06232523,1.9262433,2.1312933,0.05053559
All Housing Types (Own) 2 BR,First Tercile,Below 155000,2.0107824,0.07705769,0.19069662,0.33719092,0.20351135,0.25663317,0.38161906,0.30806142,0.25601219,17714.0,0.12229489,1.8096073,2.2119575,0.10004817
All Housing Types (Own) 2 BR,Second Tercile,155000 to 265000,1.9534934,0.08399119,0.15069008,0.35540519,0.1528919,0.22608882,0.40320069,0.3326352,0.2485903,18621.0,0.11793502,1.7594903,2.1474965,0.09931086
All Housing Types (Own) 2 BR,Third Tercile ,Above 265000,2.1187984,0.05521248,0.22194892,0.24675529,0.19965459,0.23827716,0.38978438,0.4662445,0.30092108,19108.0,0.11759171,1.9253601,2.3122368,0.09129625
All Housing Types (Own) 3 BR,All Values,,2.5244565,0.14212342,0.378899,0.43384411,0.30569725,0.2972973,0.40184118,0.36145833,0.20329591,199763.0,0.04456387,2.4511489,2.597764,0.02903895
All Housing Types (Own) 3 BR,First Tercile,Below 209000,2.5827434,0.16097809,0.44478641,0.4766404,0.31750893,0.29119476,0.40228364,0.29257971,0.19677151,64984.0,0.10218354,2.4146515,2.7508354,0.0650827
All Housing Types (Own) 3 BR,Second Tercile,209000 to 332000,2.5530268,0.15286175,0.38019653,0.52279649,0.32771735,0.29634686,0.3508364,0.33851924,0.18375216,66655.0,0.07307237,2.4328227,2.6732308,0.04708295
All Housing Types (Own) 3 BR,Third Tercile ,Above 332000,2.4409019,0.11363103,0.31477893,0.30598614,0.27288474,0.3040485,0.45132406,0.4496066,0.22864189,68124.0,0.07651666,2.315032,2.5667718,0.05156696
All Housing Types (Own) 4-5 BR,All Values,,3.4088378,0.21921867,0.85926563,0.54979817,0.50360028,0.45219187,0.395303,0.29035802,0.13910216,159293.0,0.06306898,3.3050893,3.5125863,0.03043514
All Housing Types (Own) 4-5 BR,First Tercile,Below 265000,3.4686758,0.24189653,0.86274664,0.6531069,0.47996466,0.38578581,0.3833906,0.28893688,0.17284775,50935.0,0.12800056,3.2581148,3.6792367,0.06070355
All Housing Types (Own) 4-5 BR,Second Tercile,265000 to 419000,3.4434946,0.22000959,0.87778133,0.57861623,0.56381576,0.4367435,0.38035793,0.27248033,0.11368993,50066.0,0.12055713,3.2451781,3.6418111,0.05759163
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 419000,3.3267858,0.19872367,0.84032114,0.43477664,0.47253482,0.52348521,0.418548,0.30695464,0.13144171,58292.0,0.11398856,3.1392747,3.514297,0.05636407
All Housing Types (Rent) 0-1 BR,All Values,,1.3424584,0.0477039,0.03191059,0.56059502,0.11503469,0.12442969,0.1617127,0.12829027,0.17278151,37041.0,0.06786337,1.2308231,1.4540936,0.08315733
All Housing Types (Rent) 0-1 BR,First Tercile,Below 64000,1.2161035,0.03712975,0.02953692,0.30855236,0.12632457,0.12315394,0.23053817,0.16879433,0.19207343,11985.0,0.0850931,1.0761253,1.3560816,0.11510381
All Housing Types (Rent) 0-1 BR,Second Tercile,64000 to 96000,1.4026624,0.06526825,0.04663171,0.64776119,0.09277935,0.14497781,0.1656313,0.13949173,0.10012102,12395.0,0.12440404,1.1980177,1.607307,0.1458973
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 96000,1.4031277,0.04051813,0.01974568,0.71384567,0.12613538,0.10552089,0.09272569,0.0789827,0.22565358,12661.0,0.12194405,1.2025297,1.6037257,0.14296487
All Housing Types (Rent) 2 BR,All Values,,2.2605608,0.2145616,0.28864694,0.99464736,0.24526322,0.19877741,0.15218515,0.1003467,0.06613242,65762.0,0.08455859,2.1214619,2.3996597,0.06153291
All Housing Types (Rent) 2 BR,First Tercile,Below 86000,2.1372694,0.20047159,0.28022562,0.87156133,0.20717555,0.22386611,0.17217624,0.11036109,0.07143187,21629.0,0.12573633,1.9304331,2.3441057,0.09677595
All Housing Types (Rent) 2 BR,Second Tercile,86000 to 114000,2.2364139,0.2413543,0.28513801,0.96904319,0.23790962,0.15288039,0.16439287,0.12813307,0.05756243,22063.0,0.14189712,2.0029931,2.4698347,0.10437279
All Housing Types (Rent) 2 BR,Third Tercile ,Above 114000,2.4055279,0.20158586,0.30040779,1.14087,0.2899411,0.2200725,0.12038967,0.06275487,0.06950612,22070.0,0.17058055,2.1249229,2.6861329,0.11665007
All Housing Types (Rent) 3 BR,All Values,,3.1628667,0.26071235,0.77087799,1.0651727,0.45276605,0.26001949,0.20223016,0.11934611,0.03174191,46185.0,0.13834242,2.9352935,3.39044,0.07195159
All Housing Types (Rent) 3 BR,First Tercile,Below 113000,3.0849377,0.26966891,0.77882886,1.0668843,0.38585038,0.24208913,0.17760309,0.12330957,0.04070348,15011.0,0.21652895,2.7287476,3.4411278,0.11546104
All Housing Types (Rent) 3 BR,Second Tercile,113000 to 156000,3.1465352,0.29537594,0.72537466,1.0571282,0.44050211,0.27686691,0.19681055,0.11271935,0.0417574,15614.0,0.23451482,2.7607583,3.532312,0.12260371
All Housing Types (Rent) 3 BR,Third Tercile ,Above 156000,3.2544344,0.21728792,0.80886889,1.0715938,0.52962725,0.26041131,0.23142674,0.12217224,0.01304627,15560.0,0.28525924,2.785183,3.7236859,0.14418833
All Housing Types (Rent) 4-5 BR,All Values,,4.1774845,0.37530299,1.1908834,1.335241,0.56066523,0.43064907,0.16267169,0.07527606,0.04679504,14852.0,0.25513053,3.7577948,4.5971742,0.1004647
All Housing Types (Rent) 4-5 BR,First Tercile,Below 132000,4.1441774,0.47011707,1.1879236,1.4200041,0.44485521,0.29184638,0.20825632,0.09426987,0.02690491,4869.0,0.41647242,3.4590803,4.8292746,0.16531559
All Housing Types (Rent) 4-5 BR,Second Tercile,132000 to 187000,4.0599874,0.29867396,1.128394,1.4112818,0.54577984,0.4537992,0.12186908,0.06040834,0.0397811,4751.0,0.58188916,3.1027797,5.017195,0.23576617
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 187000,4.3151758,0.35665138,1.2503823,1.1873089,0.68195719,0.53879969,0.15730122,0.07110092,0.07167431,5232.0,0.57653675,3.3667729,5.2635788,0.21978315
