Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
All Housing Types (Own) 0-1 BR,First Tercile,Below 353000,1.165912,0.01115783,0.01293661,0.29527814,0.21571798,0.1927555,0.18984476,0.11917853,0.12904269
All Housing Types (Own) 0-1 BR,Second Tercile,353000 to 497000,1.2822416,0.00378457,0.0371179,0.38398836,0.31994178,0.26011645,0.11179039,0.11834061,0.04716157
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 497000,1.3195309,0.03257565,0.00709425,0.39887071,0.33473288,0.16953815,0.15983785,0.11119154,0.10568988
All Housing Types (Own) 2 BR,All Values,,1.7903348,0.0908091,0.10792603,0.34907541,0.41737128,0.25912559,0.2550354,0.17818107,0.13281089
All Housing Types (Own) 2 BR,First Tercile,Below 471000,1.7298685,0.06854882,0.10811678,0.36819591,0.37728585,0.20757138,0.2655331,0.20767832,0.1269383
All Housing Types (Own) 2 BR,Second Tercile,471000 to 774000,1.8000418,0.08753399,0.11995398,0.34699854,0.44676846,0.25674545,0.24482326,0.14871366,0.1485045
All Housing Types (Own) 2 BR,Third Tercile ,Above 774000,1.8367547,0.11433062,0.09645418,0.3334643,0.42657892,0.30871231,0.25498478,0.17876436,0.12346528
All Housing Types (Own) 3 BR,All Values,,2.4458038,0.17797904,0.32695164,0.39806486,0.42067585,0.33101584,0.32897343,0.26045965,0.20168345
All Housing Types (Own) 3 BR,First Tercile,Below 523000,2.457236,0.11052161,0.35623881,0.43850678,0.34549987,0.31993096,0.33616722,0.27550499,0.27486576
All Housing Types (Own) 3 BR,Second Tercile,523000 to 850000,2.4394889,0.21853483,0.29737609,0.43787606,0.45195707,0.30599839,0.30178029,0.2532101,0.17275603
All Housing Types (Own) 3 BR,Third Tercile ,Above 850000,2.4411923,0.20201113,0.32806608,0.32178129,0.46088466,0.3655354,0.34847669,0.25336685,0.16107021
All Housing Types (Own) 4-5 BR,All Values,,3.0369903,0.28627438,0.53105823,0.45165689,0.54039956,0.43150825,0.32991272,0.27897859,0.18720169
All Housing Types (Own) 4-5 BR,First Tercile,Below 733000,3.0684581,0.27265942,0.47024952,0.54585199,0.51258264,0.36841544,0.40722969,0.27447217,0.21699723
All Housing Types (Own) 4-5 BR,Second Tercile,733000 to 1085000,2.9228159,0.28158529,0.52167725,0.43431136,0.56284213,0.42434859,0.28563608,0.26384935,0.1485658
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 1085000,3.1060998,0.30203327,0.59168207,0.38465804,0.54556377,0.4922366,0.30027726,0.29565619,0.19399261
All Housing Types (Rent) 0-1 BR,All Values,,1.3953555,0.04616795,0.05756427,0.63633064,0.22103876,0.13165461,0.13785428,0.10076135,0.06398365
All Housing Types (Rent) 0-1 BR,First Tercile,Below 139000,1.3902643,0.0831484,0.07608727,0.28529844,0.1590051,0.18730726,0.25278843,0.21797274,0.12865666
All Housing Types (Rent) 0-1 BR,Second Tercile,139000 to 214000,1.3659116,0.03250193,0.08650955,0.68586238,0.24160247,0.11849603,0.09292403,0.06254116,0.04547407
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 214000,1.4297162,0.02318551,0.01040924,0.93435049,0.26194211,0.08969057,0.06887209,0.02284329,0.01842293
All Housing Types (Rent) 2 BR,All Values,,2.3263406,0.20566455,0.40404553,0.87569235,0.32236402,0.18917,0.1762868,0.09517337,0.05794396
All Housing Types (Rent) 2 BR,First Tercile,Below 147000,2.4425949,0.2624847,0.60183599,0.58916769,0.25850673,0.21511628,0.25263158,0.15948592,0.10336597
All Housing Types (Rent) 2 BR,Second Tercile,147000 to 265000,2.3745127,0.21156189,0.49671053,0.8482578,0.31036793,0.22392788,0.17793616,0.07072368,0.0350268
All Housing Types (Rent) 2 BR,Third Tercile ,Above 265000,2.1636122,0.14365209,0.11655477,1.1861126,0.39738704,0.1290147,0.09919555,0.05588822,0.03580717
All Housing Types (Rent) 3 BR,All Values,,3.383892,0.30904555,0.78345701,1.2986822,0.42349028,0.25,0.16440635,0.11169396,0.04311668
All Housing Types (Rent) 3 BR,First Tercile,Below 138000,3.6982707,0.4551779,1.1208507,1.0908368,0.3273703,0.29715762,0.22003578,0.1295965,0.05724508
All Housing Types (Rent) 3 BR,Second Tercile,138000 to 288000,3.3868571,0.28666667,0.76609524,1.2822857,0.484,0.21390476,0.12019048,0.17847619,0.0552381
All Housing Types (Rent) 3 BR,Third Tercile ,Above 288000,3.0854046,0.19360867,0.48327415,1.510185,0.45449449,0.24107643,0.15548496,0.02934031,0.01794057
All Housing Types (Rent) 4-5 BR,All Values,,4.2061649,0.30293907,0.79311828,2.0797133,0.49620072,0.2381362,0.19096774,0.06810036,0.03698925
All Housing Types (Rent) 4-5 BR,First Tercile,Below 171000,3.9445196,0.15922418,1.1497519,1.511502,0.35678845,0.28552097,0.25800631,0.13486694,0.08885882
All Housing Types (Rent) 4-5 BR,Second Tercile,171000 to 372000,4.1596567,0.36909871,0.79012876,1.9472103,0.472103,0.27296137,0.21888412,0.06909871,0.02017167
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 372000,4.4897035,0.37067545,0.47034596,2.7257002,0.64662273,0.16144975,0.1029654,0.00617792,0.00576606
