Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
All Housing Types (Own) 4-5 BR,Second Tercile,367000 to 544000,3.2025318,0.1792574,0.61693714,0.55068817,0.41239729,0.5069279,0.4824774,0.30362572,0.15022083
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 544000,3.2427746,0.17849818,0.67727729,0.46032338,0.41576321,0.53637356,0.51014446,0.30737061,0.15702388
All Housing Types (Rent) 0-1 BR,All Values,,1.3753808,0.04108161,0.06874309,0.48225257,0.17490852,0.1476002,0.17628287,0.14362182,0.14089014
All Housing Types (Rent) 0-1 BR,First Tercile,Below 111000,1.1966481,0.02208864,0.03104767,0.18929808,0.10656867,0.13501615,0.24619306,0.23799349,0.22844234
All Housing Types (Rent) 0-1 BR,Second Tercile,111000 to 160000,1.4537494,0.0572315,0.09069347,0.56031488,0.21163092,0.15987384,0.17739971,0.116322,0.08028308
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 160000,1.4733532,0.04380215,0.08407492,0.69237653,0.20572516,0.1478559,0.10672599,0.07804976,0.11474273
All Housing Types (Rent) 2 BR,All Values,,2.4029081,0.21720071,0.39783327,0.76737096,0.35316715,0.25575879,0.21534902,0.11201452,0.0842137
All Housing Types (Rent) 2 BR,First Tercile,Below 143000,2.1772676,0.18861953,0.34852414,0.64678345,0.27662146,0.2282248,0.26150025,0.13417877,0.09281523
All Housing Types (Rent) 2 BR,Second Tercile,143000 to 189000,2.5533229,0.26113329,0.46174206,0.82316871,0.39285793,0.27489688,0.19650616,0.09668703,0.04633081
All Housing Types (Rent) 2 BR,Third Tercile ,Above 189000,2.4768699,0.20236665,0.38380251,0.83081577,0.38928464,0.2640218,0.18862378,0.10528687,0.1126679
All Housing Types (Rent) 3 BR,All Values,,3.3062678,0.27993273,0.82645865,0.94114424,0.5058894,0.35316002,0.24293368,0.11062767,0.04612141
All Housing Types (Rent) 3 BR,First Tercile,Below 162000,3.009451,0.25588766,0.77404049,0.83249453,0.40806408,0.283722,0.26470475,0.13298628,0.05755119
All Housing Types (Rent) 3 BR,Second Tercile,162000 to 219000,3.4552594,0.28285086,0.87973631,0.98941435,0.5618993,0.356167,0.24700487,0.09718162,0.04100506
All Housing Types (Rent) 3 BR,Third Tercile ,Above 219000,3.4518295,0.30083295,0.8253271,1.0006656,0.54699148,0.4189107,0.21732846,0.1018751,0.03989807
All Housing Types (Rent) 4-5 BR,All Values,,4.1500317,0.3608034,1.1201373,1.1395136,0.64378427,0.44619746,0.27803886,0.10458394,0.05697288
All Housing Types (Rent) 4-5 BR,First Tercile,Below 191000,3.6247602,0.36361584,0.91586728,1.0505022,0.51247038,0.36536508,0.27039837,0.09513599,0.05140503
All Housing Types (Rent) 4-5 BR,Second Tercile,191000 to 267000,4.3750139,0.37702175,1.253932,1.1253207,0.682599,0.48945901,0.26547685,0.10736196,0.07384272
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 267000,4.4435726,0.34184752,1.1880913,1.241458,0.7345576,0.48274903,0.29810796,0.11112966,0.04563161
