Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12)
"5-49 Units (Rent), 0-1 BR",Second Tercile,117000 to 172000,0.13971274,0.09531804,0.0193061,0.0250886
"5-49 Units (Rent), 0-1 BR",Third Tercile ,Above 172000,0.03336941,0.01208514,0.00910895,0.01217532
"5-49 Units (Rent), 2 BR",All Values,,0.52606612,0.28602546,0.11530084,0.12473982
"5-49 Units (Rent), 2 BR",First Tercile,Below 121000,0.67734247,0.41084463,0.11649039,0.15000745
"5-49 Units (Rent), 2 BR",Second Tercile,121000 to 180000,0.57516528,0.25740155,0.15133659,0.16642713
"5-49 Units (Rent), 2 BR",Third Tercile ,Above 180000,0.33185461,0.19461935,0.07827705,0.05895821
"5-49 Units (Rent), 3 BR",All Values,,1.0072639,0.54560129,0.1834813,0.27818133
"5-49 Units (Rent), 3 BR",First Tercile,Below 97000,1.1364504,0.57538168,0.21183206,0.34923664
"5-49 Units (Rent), 3 BR",Second Tercile,97000 to 181000,1.1291339,0.77007874,0.11181102,0.24724409
"5-49 Units (Rent), 3 BR",Third Tercile ,Above 181000,0.79985704,0.31951394,0.22730522,0.25303788
"50+ Units (Own), 0-1 BR",All Values,,0.0090173,0.00616489,0.00285241,0.0
"50+ Units (Own), 0-1 BR",First Tercile,Below 353000,0.0,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",Second Tercile,353000 to 497000,0.02232635,0.0137817,0.00854465,0.0
"50+ Units (Own), 0-1 BR",Third Tercile ,Above 497000,0.00459335,0.00459335,0.0,0.0
"50+ Units (Own), 2 BR",All Values,,0.0180487,0.00715137,0.00834327,0.00255406
"50+ Units (Own), 2 BR",First Tercile,Below 550000,0.00830565,0.0,0.0,0.00830565
"50+ Units (Own), 2 BR",Second Tercile,550000 to 800000,0.02635826,0.0,0.02635826,0.0
"50+ Units (Own), 2 BR",Third Tercile ,Above 800000,0.01902174,0.01902174,0.0,0.0
"50+ Units (Own), 3 BR",All Values,,0.15415822,0.11156187,0.02129817,0.02129817
"50+ Units (Own), 3 BR",First Tercile,Below 636000,0.13793103,0.13793103,0.0,0.0
"50+ Units (Own), 3 BR",Second Tercile,636000 to 1007000,0.2590799,0.15738499,0.05084746,0.05084746
"50+ Units (Own), 3 BR",Third Tercile ,Above 1007000,0.04594595,0.04594595,0.0,0.0
"50+ Units (Rent), 0-1 BR",All Values,,0.0306223,0.01401964,0.01063794,0.00596472
"50+ Units (Rent), 0-1 BR",First Tercile,Below 175000,0.04932712,0.01976264,0.02304758,0.0065169
"50+ Units (Rent), 0-1 BR",Second Tercile,175000 to 242000,0.04209385,0.02144125,0.00941443,0.01123817
"50+ Units (Rent), 0-1 BR",Third Tercile ,Above 242000,0.00086365,0.00086365,0.0,0.0
"50+ Units (Rent), 2 BR",All Values,,0.17148027,0.11867587,0.02285063,0.02995376
"50+ Units (Rent), 2 BR",First Tercile,Below 231000,0.30411014,0.18566511,0.04515084,0.07329419
"50+ Units (Rent), 2 BR",Second Tercile,231000 to 342000,0.11536089,0.08287066,0.01501131,0.01747892
"50+ Units (Rent), 2 BR",Third Tercile ,Above 342000,0.09685608,0.08806874,0.00878735,0.0
"50+ Units (Rent), 3 BR",All Values,,0.23908046,0.14712644,0.06666667,0.02528736
"50+ Units (Rent), 3 BR",First Tercile,Below 177000,0.0733945,0.06422018,0.0,0.00917431
"50+ Units (Rent), 3 BR",Second Tercile,177000 to 356000,0.34157303,0.23820225,0.03595506,0.06741573
"50+ Units (Rent), 3 BR",Third Tercile ,Above 356000,0.25515947,0.12195122,0.13320826,0.0
All Housing Types (Own) 0-1 BR,All Values,,0.01883673,0.01097139,0.00300586,0.00485948
All Housing Types (Own) 0-1 BR,First Tercile,Below 353000,0.01164295,0.00695343,0.00468952,0.0
All Housing Types (Own) 0-1 BR,Second Tercile,353000 to 497000,0.0371179,0.0231441,0.00451237,0.00946143
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 497000,0.00709425,0.00246127,0.0,0.00463298
All Housing Types (Own) 2 BR,All Values,,0.08108201,0.05166014,0.00993332,0.01948855
All Housing Types (Own) 2 BR,First Tercile,Below 471000,0.09956154,0.04491498,0.0145439,0.04010266
All Housing Types (Own) 2 BR,Second Tercile,471000 to 774000,0.08795231,0.07216064,0.00826187,0.00752981
All Housing Types (Own) 2 BR,Third Tercile ,Above 774000,0.05765642,0.03860132,0.00726844,0.01178666
All Housing Types (Own) 3 BR,All Values,,0.27155884,0.15495544,0.04903862,0.06756478
All Housing Types (Own) 3 BR,First Tercile,Below 523000,0.31871644,0.17252621,0.04282792,0.10336231
All Housing Types (Own) 3 BR,Second Tercile,523000 to 850000,0.25414056,0.14825383,0.05694436,0.04894237
All Housing Types (Own) 3 BR,Third Tercile ,Above 850000,0.24420901,0.14496917,0.04722571,0.05201413
All Housing Types (Own) 4-5 BR,All Values,,0.39472249,0.21413473,0.10285695,0.07773081
All Housing Types (Own) 4-5 BR,First Tercile,Below 733000,0.41927916,0.22734058,0.07890808,0.1130305
All Housing Types (Own) 4-5 BR,Second Tercile,733000 to 1085000,0.42511496,0.22432669,0.12710751,0.07368075
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 1085000,0.34778189,0.19408503,0.10314233,0.05055453
All Housing Types (Rent) 0-1 BR,All Values,,0.04622527,0.02583036,0.00999207,0.01040284
All Housing Types (Rent) 0-1 BR,First Tercile,Below 139000,0.06058161,0.03190478,0.01149955,0.01717728
All Housing Types (Rent) 0-1 BR,Second Tercile,139000 to 214000,0.07093153,0.04180865,0.01580711,0.01331577
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 214000,0.0074148,0.00390703,0.00270925,0.00079852
All Housing Types (Rent) 2 BR,All Values,,0.35943111,0.19744771,0.07581813,0.08616527
All Housing Types (Rent) 2 BR,First Tercile,Below 147000,0.55287638,0.29479804,0.11334149,0.14473684
All Housing Types (Rent) 2 BR,Second Tercile,147000 to 265000,0.43134747,0.23269981,0.09429825,0.10434942
All Housing Types (Rent) 2 BR,Third Tercile ,Above 265000,0.09683663,0.06623117,0.02038348,0.01022198
All Housing Types (Rent) 3 BR,All Values,,0.6267912,0.30687052,0.15634596,0.16357472
All Housing Types (Rent) 3 BR,First Tercile,Below 138000,0.90439276,0.42178493,0.19280461,0.28980322
All Housing Types (Rent) 3 BR,Second Tercile,138000 to 288000,0.67028571,0.34914286,0.15485714,0.16628571
All Housing Types (Rent) 3 BR,Third Tercile ,Above 288000,0.32311717,0.15735377,0.12352831,0.0422351
All Housing Types (Rent) 4-5 BR,All Values,,0.69060932,0.2990681,0.17878136,0.21275986
All Housing Types (Rent) 4-5 BR,First Tercile,Below 171000,1.0577357,0.40009021,0.29634641,0.36129905
All Housing Types (Rent) 4-5 BR,Second Tercile,171000 to 372000,0.69871245,0.27682403,0.15021459,0.27167382
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 372000,0.3476112,0.22817133,0.09884679,0.02059308
