Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
All Housing Types (Own) 3 BR,Second Tercile,207000 to 309000,0.28079042,0.15221054,0.06310613,0.06547375,21963.0,0.02878933,0.23343197,0.32814887,0.16866121
All Housing Types (Own) 3 BR,Third Tercile ,Above 309000,0.25628141,0.10620065,0.07129397,0.07878679,22288.0,0.02677605,0.2122348,0.30032801,0.17186813
All Housing Types (Own) 4-5 BR,All Values,,0.63559708,0.25913476,0.15185354,0.22460878,52656.0,0.02591433,0.59296801,0.67822616,0.06706934
All Housing Types (Own) 4-5 BR,First Tercile,Below 243000,0.58872978,0.22146211,0.14058786,0.22667981,17249.0,0.04805205,0.50968417,0.6677754,0.13426468
All Housing Types (Own) 4-5 BR,Second Tercile,243000 to 366000,0.72781207,0.30281057,0.16779529,0.25720621,16687.0,0.06548495,0.62008933,0.83553481,0.14800901
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 366000,0.5965812,0.25491453,0.1480235,0.19364316,18720.0,0.04236075,0.52689776,0.66626464,0.11680462
All Housing Types (Rent) 0-1 BR,All Values,,0.03096551,0.02179547,0.00564822,0.00352183,15049.0,0.00904873,0.01608034,0.04585068,0.48070151
All Housing Types (Rent) 0-1 BR,First Tercile,Below 61000,0.00142363,0.00142363,0.0,0.0,4917.0,0.00178164,-0.00150717,0.00435443,2.0586764
All Housing Types (Rent) 0-1 BR,Second Tercile,61000 to 84000,0.00654397,0.00654397,0.0,0.0,4890.0,0.0064513,-0.00406842,0.01715635,1.6217048
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 84000,0.08145746,0.05513163,0.01621519,0.01011064,5242.0,0.02609149,0.03853696,0.12437796,0.52690697
All Housing Types (Rent) 2 BR,All Values,,0.19708477,0.10113685,0.03750177,0.05844615,21199.0,0.02544731,0.15522395,0.23894559,0.21240007
All Housing Types (Rent) 2 BR,First Tercile,Below 83000,0.16350196,0.0997246,0.01420496,0.0495724,6899.0,0.02963569,0.11475124,0.21225267,0.29816596
All Housing Types (Rent) 2 BR,Second Tercile,83000 to 106000,0.18863895,0.09510251,0.04954442,0.04399203,7024.0,0.04625668,0.11254671,0.26473119,0.40337502
All Housing Types (Rent) 2 BR,Third Tercile ,Above 106000,0.23708081,0.10830126,0.04796592,0.08081363,7276.0,0.04806011,0.15802194,0.31613969,0.33346804
All Housing Types (Rent) 3 BR,All Values,,0.60872914,0.29550706,0.16114677,0.15207531,11685.0,0.07188289,0.49048178,0.7269765,0.19425283
All Housing Types (Rent) 3 BR,First Tercile,Below 113000,0.60704382,0.29783694,0.14475874,0.16444814,3606.0,0.10455565,0.43504977,0.77903787,0.28333054
All Housing Types (Rent) 3 BR,Second Tercile,113000 to 149000,0.6362948,0.33871782,0.20595659,0.09162039,3962.0,0.13825127,0.40887146,0.86371814,0.35741819
All Housing Types (Rent) 3 BR,Third Tercile ,Above 149000,0.58367744,0.25188244,0.13237795,0.19941705,4117.0,0.12334425,0.38077614,0.78657873,0.34762572
All Housing Types (Rent) 4-5 BR,All Values,,0.87259714,0.35460123,0.26687117,0.25112474,4890.0,0.11917788,0.67654952,1.0686448,0.2246714
All Housing Types (Rent) 4-5 BR,First Tercile,Below 112000,0.72203157,0.35483871,0.19629375,0.17089911,1457.0,0.18586901,0.41627706,1.0277861,0.42346419
All Housing Types (Rent) 4-5 BR,Second Tercile,112000 to 173000,1.0564764,0.37200737,0.34254144,0.34192756,1629.0,0.23920786,0.66297944,1.4499733,0.37246164
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 173000,0.82815965,0.3386918,0.25554324,0.23392461,1804.0,0.21922053,0.46754188,1.1887774,0.43544475
